id,eth_balance
0xd93330055264485e070cef41108da995ede2917c,2.37976E+17
0x3bbf3cfc0906ebb06bef5ea66ff3b945cd02b1b3,2.37926E+17
0x77dfaa89495b4f617c2da362183d5531d40e2145,2.37287E+17
0xd4ad771adaca001da5df73a85c31eed0573a055a,2.36846E+17
0x0ace6ad420ed18ef582764d62b2e3fd3c1fe6274,2.36624E+17
0x345b31b739d0aaf683b277f8d58541c7e8f55c91,2.365E+17
0x0343a0742c12bb25c52a453b14dd184eb98c8baf,2.36499E+17
0x08bc562b8e7b33bddff55308eb8c7e21f68463e5,2.36406E+17
0x95163196458a6d8a56410a0c54ed140bae0d3898,2.36222E+17
0xcb1a6f561142c6d519d018d8ba59257408d810d9,2.36E+17
0x020ea09074cfdaaa905a6865997a2065c11cd17a,2.36E+17
0x19b865b7d2ad6092be4d323ab2aac8dcde89dd8c,2.35546E+17
0x957dda731c62529dd5a76a9c5532cd66918b6c67,2.3467E+17
0xdb13ff1b53ac67d456308f27bb0bf414440a14cc,2.34596E+17
0x078f7de133b84771a5cb1df0260c54b3629e8a7d,2.33594E+17
0x5f5dc6346c500a052354acdcc9bc99b69a54c0c9,2.33472E+17
0x3fe41e1b33f5d34017b0f58684342b613598cc47,2.3336E+17
0x106e30d7bfc05a16dd69ddfac00fa21751a1ad81,2.33246E+17
0x198263a42a5dee2eb4e224f8c9fb96827398fecb,2.33135E+17
0x02c1875bac8b12b95922b7541e52a43191826e09,2.32111E+17
0xede6b9d2c55964200ba81c562a755188e2ddda3b,2.31696E+17
0x00e55b282c2c72317d2ea2de7ea61530abaee4a0,2.31652E+17
0x9516a08421ebb665e1d2350ec60ea721ab20a379,2.3149E+17
0x66cf5cecadf0b13126a6e3032bf03a572b811848,2.3137E+17
0x10bab5a270799c1eeefd5c99990bcf290e9bfac7,2.30761E+17
0x3d360d1d08f71faf30f58e8fe8f1c72eabbcc90e,2.30623E+17
0x22babc1b510abcd5fadbaa83ce3c2d45e076524b,2.306E+17
0x366add904a2e01a0c37e7fd8324b1aa79c94876a,2.30211E+17
0x0fbd19dc3911bc149ff6fdc660f0a1c8d4200d14,2.3E+17
0x2e54ee97c82bba4ad9ede4ca6ea162a276c7e781,2.3E+17
0x3d5be13064835bdf881fe48f8b02a41899e88f12,2.3E+17
0xcd5f8c4f5cfd4f9fb813ac1ed6dae34c4b49293a,2.3E+17
0x6d4e4facc287ab6fde4b85534f9e7cf6020883df,2.29799E+17
0xd9104d639dd3ff00587423390da177c26195a5de,2.29671E+17
0x0f0edb431d92d34c814c85dd137aab49ee5bc7c4,2.29529E+17
0xee4ca312d6a0329017880b83d9a1e169bb882ef8,2.29E+17
0x27d95cf76a5112cbb3a1b2a646268b624a6ff8bb,2.28922E+17
0x06a118faa163ce42e2786bbd2edc6a7384d4f914,2.28809E+17
0x7a4e78dd8971be90985a769a5ecb91fd8616bb48,2.28808E+17
0x0b3363f7fca1e011e2de7c658ec2691de6ed3d2b,2.2879E+17
0xe1d9d3ac2ce88719172c72586fce6456ea8e0e8b,2.28551E+17
0x266f86831dd5142c08119c1e9b178955647fc40e,2.28217E+17
0xfdbfb1cccbd3850f1c425367960a5aa0e7bef7a7,2.27658E+17
0xc193b2f9933154f58167952372d98cf6c06cc677,2.276E+17
0x97744398781e4900d799b38ce685dddccb857817,2.27043E+17
0xf22061f51b7c7a7ade1ae95407abda5702e9aed1,2.27E+17
0x22219db8d12a48c4257b916dff54ff5ebe0ce509,2.26576E+17
0x2cee8d42e6c8b47a507e3bc5a66c41dd70d6e330,2.2642E+17
0x309dfd12dd9b2cab7b9cb66b0870e0102249d77a,2.25815E+17
0x0e53b881cecb335c52ba97f96c15e997f14e4c9c,2.25522E+17
0xa8ebdc125061422a1cd648e6295338d864bf5176,2.25381E+17
0x3788a4c6212fa320f412bd15d0317f2198a8847f,2.25227E+17
0xe2935b6ea061afc0422bbdc3941af861855660fc,2.2512E+17
0x5bb9c5435fa0d04492ad521cf2ec0d326b4f3b45,2.251E+17
0x8fa08f7451ff49ac4160050b8d15cb1a034ced19,2.25079E+17
0xecc2a9a7662eb8ba46a3669998b9e31224504cd7,2.24789E+17
0x259cedcb46bd1e8dbbf5a4ea10588ea74b9b8736,2.24318E+17
0x8bb9aafdb7865bf18ee74fb079cb13a11e3ce527,2.24E+17
0x4e2e4238bf2e54b09498ba7fe8ba397b710a035e,2.23851E+17
0xe34de7146721d83a7472b66be2bda30712e762eb,2.23682E+17
0x39049dd63de6dd19d99d479a552005847648ac7e,2.23607E+17
0x054837a68d2f5dfe05d1f5d7866826c5d224faf9,2.23275E+17
0x1d0f0f3e815fc5dd6efbd6b6d76df23d5b5d686b,2.23145E+17
0xfc54173dc1bf1d4c63a832321e1d01bb9fb29a96,2.23143E+17
0xac36369748ff779a7d6a8ea8867b38a34b74b974,2.23076E+17
0x0049bda83bd8eed27375171275892be215b9c5c0,2.22781E+17
0x40fadfa0d1f1a31dc2079153a33ce36f5abf9f1e,2.22629E+17
0x0d871450e7543268f99eef7c1c35e6ea0d1d58c3,2.22011E+17
0xa7a224ac9abe565fe88ee2ae53aa67849b9cb553,2.22E+17
0x70a5cfa379459fb34dd9efcbec71ac2ecbf9df95,2.21082E+17
0xc505d5dc29da48e8ef69d51f80e1b6c64e9a2bb1,2.2087E+17
0x5be2040e0e69daa7df66237f2625bcb39791cdd7,2.20868E+17
0x4a58a9a6208d45b2bd8ec722cb2bfa924a6fbba8,2.20741E+17
0x3b1408fa32632c17a82b36f535a03810ec1cc7f9,2.2042E+17
0x7a9911645b8b0b77f90d046a1899b60f45617d5a,2.20057E+17
0xe9265a7ad51f005fc80bfca45f44cc56c427ae01,2.2E+17
0x0eb6ec12fc2d62aa8aede99123caecf4542c64b4,2.2E+17
0x1c791749cf23d704f307f4f72acce98a2aba010c,2.2E+17
0x7751cd9fab9d072a19ade346e53ca70377a2e088,2.2E+17
0x444aab6eff66e525cdaf15bab11d0745ded3ffa2,2.2E+17
0xa9ff3c20b45541f96f9c8d6009ecfbef381a3cb0,2.2E+17
0x04566f4e3220fb1419ef9e4e4e5ef9b46b680cb0,2.19092E+17
0x5a0e1fdba5c5f31ae3fbc124e0077435a45ed859,2.19048E+17
0xd17a8a16011a846ccd8ecc51880f73c0190e852a,2.18886E+17
0xbc198af66eb37766280f8e29b56d9904b3128bf1,2.18729E+17
0xf88aae5946da8bab07c51cfbd8e44f4018bdb845,2.18406E+17
0x8c31525feb0cb530a97207cbfedff8e484ec9f20,2.179E+17
0xaf226e87a2ff2eea4403dec43cb7e52ab5b6ef97,2.17063E+17
0x857fd2d5feedee9b88129f6bb67950a6bc2494b9,2.1703E+17
0xd46d9b2bc1fc7f5f69d5d2aa9f1847b0b1637b50,2.16819E+17
0x5e1b198bd1390afcb39359475821d5c27e1c03c6,2.1648E+17
0x20138ba64daf6f7cabc89d18a93243e77089a01a,2.16194E+17
0x5e2d03df1e79b893a978b11879f264905170ad36,2.16055E+17
0x1cc459c5ada934367b9bb52a6db7e08343908def,2.15936E+17
0x6fd845254853f93699532be7eccb9b57f08edf33,2.15779E+17
0x95436d4dcd3ffa21f8df76f937ba2a7621fb9189,2.15634E+17
0x65a0bedee64b3904d1904eb0e1e169529d9b7de9,2.1527E+17
0x11fef139ffe9a47df8bf928d59f3b76c9d2fe4b0,2.15145E+17
0xaae9810149989fece2f21513b950cbe54acaaf28,2.15E+17
0x5605e53d3b39551b22eeba24d9886eada49c1749,2.14259E+17
0xd4cb941fc18ad0676a6967dfc8354669ae7e41e9,2.14246E+17
0x8e0f43fd29c662ce3545742c70cbbb4a016d7042,2.13894E+17
0xe66669c3419e2fb72e856fdb75b6a1641b3b10c0,2.13857E+17
0xa96b4a71c980f14870ff3acaa8c38be852984142,2.13851E+17
0xde581ced80fdd0a49b0884684a613a9a6746721e,2.13789E+17
0xdb07da2c99594c1a28e4c441c7c5e17fbed3a16e,2.13572E+17
0x4e2d2157b2abd41dad7051caa6b505ce91b4733d,2.13514E+17
0xc0a48bfd297a6ae7f4aef107c4fc2b6c64a11680,2.13401E+17
0xda4b1577d271f2dc1072971c34ea7344076d8cef,2.1332E+17
0x54cd89daaf99127929bd45dfddfa46a138c4dbf7,2.13231E+17
0x0a282008835fe15082b766babe8172e8ddf383e7,2.13E+17
0x5bbff5932d8b119b1abffaba066fe9df46fac319,2.12561E+17
0xe7a355326d9df7c167277138ce1e1d68c3251e99,2.125E+17
0x5e298680d6e10b4901649365f22329375872a2c0,2.1219E+17
0xec526dedd0f49746fc8c88fed216a79cbfffe54c,2.12101E+17
0xb85f75f9a15115fa366cec220c4c0205589aecd6,2.11844E+17
0x9eca12370933b31b76a15e9d346de6758423a94d,2.11759E+17
0x064b288f8b4e6896eddedf66f62035c62b04f217,2.1145E+17
0x4409aa73345d55b1e4ec800ac30bdadd2bb2c3e1,2.11403E+17
0x3a7582e603697cbcb4e32366f27fd7796c9d527e,2.11142E+17
0x96c1913dccfdae48531ceee51ed914ac8ad5cbaf,2.10868E+17
0x4ee6a0509d4e65342f5f3f10150743ead7a2350d,2.10723E+17
0xe2cf2576c2c96cf208b7ddcfa96c7f3e5b924f9e,2.10517E+17
0x1beffa814360136975cfd072ab4b30a0271434c8,2.10419E+17
0x90db74f7ad0bb726603ff2cc259de751609ac1f3,2.10315E+17
0xf2fcfd8f7e2393cc30fd4afbf0cb57d64b92c394,2.10246E+17
0xc68c44fec5ae83903d059e20c2af603b4bb1d39a,2.1024E+17
0x93ca80176d0a4ea6a466cfeb63db0e67ed77b19d,2.1006E+17
0xfa79490fa98b865598e5401002e3d35622cb0326,2.1E+17
0xbaa845d57af41c29249adc82bd0a910ed68a750a,2.1E+17
0x064e22541dec140fcc8c83e1c052fa4740e3feb3,2.1E+17
0x2448560fe37551b193d4dc0e0df9ce04e16f8ee8,2.1E+17
0x0f4c87764f3c7c9ecad35f9b222d963c2127d817,2.1E+17
0xa3fa22d2d7dcd502ea8a76bf9659d0dfdd47781b,2.1E+17
0xb2628b8db14cd46a40159ae839c9a53e6ef43d21,2.1E+17
0xc12546443bf1e26f7b9f58151e6c42202e1092ef,2.1E+17
0xd365f5d3f7f851b07d81c69b8558f71ddfe99c49,2.1E+17
0x4a8632a11dd1bb9dda0532931f310d68eec6bdc5,2.0958E+17
0x699e07fa1d2e0b7d0c7bd04756bcbb92f0e1b44d,2.09563E+17
0x9d781ec1e14b43b84474deb81f8346e1c49c2d25,2.09491E+17
0xae529ad75ceb2dd102c8ad82684e5d21a5cd945c,2.09446E+17
0x69190fb5a3159a2cbf52cdd357aa6bf11cb8ccb7,2.09118E+17
0x4768ba674909a9b801c9978d06c69bd2f8967aae,2.08607E+17
0xe0f987885eeb1c6fc502cb8ea74970bac347cefa,2.08577E+17
0x0f1b912160ef0094076e60703afa17e9ebc62c78,2.08374E+17
0x4d3dfd089214a396424d10ad68e2004477607077,2.08336E+17
0x561f6ae2b06957ee48e6bf4905ad8e718c509371,2.08182E+17
0x04704345d7dc2eb2e036271584695596ee9e518e,2.08E+17
0xe99e519b41d0fefc55d91fc4524725aba41f08a4,2.08E+17
0x3023c6d95bde3ecf390ae69c53d339ed3fb0d608,2.07877E+17
0x00ddf4949b00852692cdf2df3f2ece8efbb3151f,2.07466E+17
0x82ee46a78ca9e3355e60f459f77fb1435057c4bb,2.07421E+17
0x0b06d0554004899975ebdfeaa41e8dbab3e38961,2.07297E+17
0x61226058f9e33d5315d3c6652dcae07f306c9f40,2.07276E+17
0xe4fefe1e12272246c3788595e99161879599bbeb,2.0704E+17
0xe33bfed398fee08e56c536d727521c26e07e1d59,2.07E+17
0xebf128adc49c22dd3216143dc02b66101c69b044,2.0689E+17
0xe0bf06afa254192929aaf2ad98d00a1146b06317,2.06749E+17
0x4cb5c1abff9d4f34b176a002209f4b61201fbfcd,2.06652E+17
0xbfdbc20780b8b169ab9e2a3eba7f7cdfffff93cf,2.06313E+17
0xca9754d6c17110ed7027f576fc75c65e8b0497b1,2.06308E+17
0x220fb55371d62f9449fb5e0b4e39515b7640d24e,2.06262E+17
0x6761cf32aa74b924f7528fbf0efcb2a40ddf9d1c,2.06128E+17
0x2a5fd72b0caba4fb807fef8ed907c53fd77a3ef4,2.06009E+17
0x3cf2edf8e3a6a0d6023c5b99317bffdd16a32e3f,2.06E+17
0x9f975975c496d98c25827336e4f4f8a5b8ddf782,2.05508E+17
0x0c794f8ad6a0e244a3f71ef894094a8e23533181,2.05371E+17
0x69185b596bb12b56de78259f870e698462d1ec56,2.05255E+17
0xcf52f1c1f6bb0d1654a5f778015311222bbac604,2.0506E+17
0x3eb61eb3fa0e17bc48c9141aaf85bedb92b3215c,2.04984E+17
0xb66d3d7f2293bf3ce61bddd99a3f5f86c87f5921,2.04746E+17
0x29754120faf0f33335ebe8ca91a60a09424f18e4,2.04504E+17
0x93c332c7edfe9f8fff7a2ac05a3c579b5b827b09,2.04447E+17
0x06ba2ae6d3615e90e23fdd82a5c2ad136ebd50a1,2.04176E+17
0xe93174758a8b2c95e24bfee7dd85a4cecde561f5,2.03944E+17
0x00d3067b5cb6abf1c4ea24276700af12cbadcab2,2.03914E+17
0x5b2b9af57c495c4645c9b372ef6ac5f8bb620990,2.03747E+17
0xdd4e5dedb1b915dd5e0cd6e1747bc19bb105b60b,2.03562E+17
0x6f0c8917c78bc2ad9ccc5f89c9c41e7535b1cb82,2.02849E+17
0x936c30169887e34b6f514b8f6af40db0790f1747,2.026E+17
0x5ba4792a2eeba0190445ac4fb522a0ecad034797,2.02399E+17
0x0c5a110e37374ddad1efc5521fc626baef7874fb,2.02005E+17
0x9722821f00aa40762690c09043f9590c2161a328,2.02E+17
0xaac515e8ffc3eaec2dd531b5a3b5bb7b98a82690,2.01822E+17
0xac03454d863bc851a564b5b226ba7934e55872d9,2.01764E+17
0x71f1b6a14cb19fb807e2c1b606e2b799ef4ab08c,2.01593E+17
0x01fe308d2fb9e8c0aa098b1631942c7547b4927b,2.01518E+17
0x571a0dcc1bcd729926a22f48d3c3726acfa011b4,2.01502E+17
0x3052ea3e303f57538474952fe0dec9ab70ea06e9,2.01424E+17
0x8edcdf6aca041384276c2fac49fd7a5e6df67fa9,2.01303E+17
0xb854b50b76c3fe8674885b789fc7e165fa6b0c27,2.01094E+17
0x8421d4093dc91a5bad5ba2c2f8af922996cdadc2,2.01019E+17
0x78daafda636495f01dcfbbb1656c66d0ed72881a,2.0097E+17
0xa394cfee80bc7f52f9162d82ec96bf40fdfd0ba7,2.00914E+17
0xdcef885c597ad4a16c7acf36c7cc3b4f814ea0fd,2.00736E+17
0x4b2d7536df0b46cad76e600c842a89484f928634,2.00735E+17
0xfeb6be2d92f0f6c9489e7b6cc5a4b7ef86deccba,2.00691E+17
0xb25d393bbaadb687336e8e6889b0a858feba04e5,2.00683E+17
0xadd1c853ffae4c8f95e5125a8d689285b362efc8,2.00643E+17
0x29cc82368740eb8180450274e53ec13cd4e65374,2.00586E+17
0xd4c9dcb5b7298072d5c8d4556e905a97e521cfc5,2.00501E+17
0x66a34143cbe75f222d73ce5e69cf47ffedc919af,2.00453E+17
0x074250cfa41183caad6dcbaa4347f8c6c2cd5ea9,2.00449E+17
0x951d72bc65fd4767e1f23df371e9f592edf2ddd6,2.00394E+17
0xf174c4ba8109328336ea23fd5fc18416064e4d63,2.0039E+17
0x1e55eecf47a4256cef48c2db62e1247687ed06fe,2.00386E+17
0x8b2513ff4c8fdaa022341f1ae507d3c302cc041c,2.00362E+17
0x2364844e06fa39376961120fdeba4571d5105ed7,2.00354E+17
0x04a66d44eb6fca8f57300e5081fe1bb57025ac27,2.00333E+17
0x0beeccb167293474ca2d4bd49ff25593990ac4ec,2.00322E+17
0x6147ac7dc4e56fe61a7f873f76e0d15267ccb604,2.00316E+17
0xe16162de93dc3fb2ecc19f425aa9661dbb341f13,2.00312E+17
